Date,Open,High,Low,Close,Adj Close,Volume
2021-09-14,3.961000,3.963000,3.961000,3.963000,3.809029,900
2021-09-15,4.100000,4.170000,4.100000,4.170000,4.007987,1600
2021-09-16,4.238000,4.238000,4.110000,4.110000,3.950317,2900
2021-09-17,4.043000,4.043000,4.040000,4.040000,3.883037,1200
2021-09-20,4.050000,4.095000,4.050000,4.095000,3.935900,1300
2021-09-21,4.320000,4.320000,4.185000,4.185000,4.022403,400
2021-09-22,4.190000,4.270000,4.190000,4.270000,4.104101,9700
2021-09-23,4.135000,4.260000,4.135000,4.260000,4.094490,500
2021-09-24,4.105000,4.191000,4.105000,4.191000,4.028170,1800
2021-09-27,4.120000,4.120000,4.118000,4.118000,3.958006,600
2021-09-28,3.933000,4.190000,3.933000,4.190000,4.027209,2000
2021-09-29,4.190000,4.190000,4.190000,4.190000,4.027209,0
2021-09-30,4.060000,4.190000,4.060000,4.190000,4.027209,2200
2021-10-01,4.020000,4.020000,4.020000,4.020000,3.863814,300
2021-10-04,4.020000,4.020000,4.020000,4.020000,3.863814,0
2021-10-05,4.020000,4.020000,4.020000,4.020000,3.863814,0
2021-10-06,3.985000,3.985000,3.985000,3.985000,3.830174,400
2021-10-07,3.940000,4.108000,3.873000,3.873000,3.722525,1100
2021-10-08,4.190000,4.190000,4.190000,4.190000,4.027209,300
2021-10-11,4.400000,4.490000,4.400000,4.400000,4.229050,10600
2021-10-12,4.588000,4.588000,4.588000,4.588000,4.409746,400
2021-10-13,4.320000,4.320000,4.320000,4.320000,4.152159,3100
2021-10-14,4.450000,4.590000,4.450000,4.590000,4.411668,500
2021-10-15,4.360000,4.375000,4.360000,4.375000,4.205021,159300
2021-10-18,4.320000,4.320000,4.320000,4.320000,4.152159,200
2021-10-19,4.590000,4.590000,4.588000,4.588000,4.409746,1800
2021-10-20,4.315000,4.315000,4.315000,4.315000,4.147353,3700
2021-10-21,4.438000,4.438000,4.438000,4.438000,4.265574,800
2021-10-22,4.330000,4.430000,4.330000,4.430000,4.257885,600
2021-10-25,4.150000,4.430000,4.150000,4.290000,4.123324,21600
2021-10-26,4.436000,4.436000,4.310000,4.310000,4.142547,1700
2021-10-27,4.310000,4.310000,4.310000,4.310000,4.142547,0
2021-10-28,4.327000,4.327000,4.205000,4.205000,4.041626,300
2021-10-29,4.340000,4.340000,4.188000,4.188000,4.025287,500
2021-11-01,4.278000,4.280000,4.278000,4.280000,4.113713,3100
2021-11-02,3.950000,4.210000,3.950000,4.210000,4.046432,3300
2021-11-03,4.020000,4.020000,4.020000,4.020000,3.863814,2800
2021-11-04,4.023000,4.201000,4.023000,4.201000,4.037782,1400
2021-11-05,4.250000,4.250000,4.175000,4.175000,4.012792,900
2021-11-08,4.288000,4.288000,4.288000,4.288000,4.121402,300
2021-11-09,4.185000,4.185000,4.185000,4.185000,4.022403,500
2021-11-10,4.180000,4.180000,4.070000,4.070000,3.911872,3400
2021-11-11,4.115000,4.200000,4.030000,4.200000,4.036820,7800
2021-11-12,4.040000,4.040000,4.040000,4.040000,3.883037,1100
2021-11-15,4.098000,4.100000,4.098000,4.100000,3.940706,2400
2021-11-16,4.055000,4.100000,4.010000,4.100000,3.940706,2900
2021-11-17,3.980000,3.980000,3.953000,3.953000,3.799417,1600
2021-11-18,3.965000,3.965000,3.965000,3.965000,3.810951,300
2021-11-19,4.095000,4.190000,4.000000,4.000000,3.844591,5400
2021-11-22,4.060000,4.085000,4.060000,4.085000,3.926289,900
2021-11-23,4.040000,4.160000,4.040000,4.160000,3.998374,1200
2021-11-24,4.085000,4.190000,4.085000,4.190000,4.027209,400
2021-11-26,4.000000,4.045000,4.000000,4.045000,3.887843,600
2021-11-29,3.970000,4.130000,3.970000,4.130000,3.969541,4100
2021-11-30,4.350000,4.350000,4.225000,4.350000,4.180993,8100
2021-12-01,4.350000,4.350000,4.350000,4.350000,4.180993,200
2021-12-02,4.290000,4.290000,4.290000,4.290000,4.123324,300
2021-12-03,4.305000,4.305000,4.305000,4.305000,4.137741,200
2021-12-06,4.290000,4.430000,4.290000,4.430000,4.257885,6600
2021-12-07,4.285000,4.285000,4.245000,4.245000,4.080072,300
2021-12-08,4.300000,4.300000,4.160000,4.300000,4.132936,2800
2021-12-09,4.275000,4.410000,4.275000,4.397000,4.226167,2800
2021-12-10,4.240000,4.295000,4.160000,4.160000,3.998374,4600
2021-12-13,4.335000,4.430000,4.240000,4.430000,4.257885,2700
2021-12-14,4.500000,4.500000,4.380000,4.380000,4.209827,5500
2021-12-15,4.450000,4.450000,4.330000,4.366000,4.196372,2800
2021-12-16,4.450000,4.450000,4.340000,4.340000,4.171381,3000
2021-12-17,4.490000,4.490000,4.310000,4.490000,4.315553,2200
2021-12-20,4.230000,4.640000,4.230000,4.640000,4.459725,5000
2021-12-21,4.340000,4.430000,4.250000,4.250000,4.084878,3900
2021-12-22,4.250000,4.340000,4.250000,4.340000,4.171381,1000
2021-12-23,4.438000,4.440000,4.427000,4.427000,4.255001,3700
2021-12-27,4.417000,4.417000,4.417000,4.417000,4.245389,300
2021-12-28,4.265000,4.265000,4.265000,4.265000,4.099295,200
2021-12-29,4.200000,4.440000,4.200000,4.440000,4.267496,2200
2021-12-30,4.415000,4.550000,4.415000,4.550000,4.373222,600
2021-12-31,4.540000,4.540000,4.405000,4.405000,4.233856,1300
2022-01-03,4.325000,4.325000,4.320000,4.320000,4.152159,1800
2022-01-04,4.380000,4.452000,4.380000,4.452000,4.279030,1300
2022-01-05,4.367000,4.367000,4.367000,4.367000,4.197332,500
2022-01-06,4.145000,4.145000,4.145000,4.145000,3.983958,1000
2022-01-07,4.190000,4.290000,4.190000,4.290000,4.123324,1400
2022-01-10,4.180000,4.270000,4.180000,4.270000,4.104101,3600
2022-01-11,4.130000,4.130000,4.130000,4.130000,3.969541,1600
2022-01-12,4.096000,4.195000,4.090000,4.195000,4.032015,6400
2022-01-13,4.200000,4.200000,4.200000,4.200000,4.036820,300
2022-01-14,4.144000,4.144000,4.144000,4.144000,3.982996,800
2022-01-18,3.990000,4.240000,3.990000,4.240000,4.075267,3300
2022-01-19,4.074000,4.330000,4.074000,4.330000,4.161770,4000
2022-01-20,4.215000,4.350000,4.080000,4.350000,4.180993,9000
2022-01-21,4.205000,4.340000,4.205000,4.340000,4.171381,300
2022-01-24,4.340000,4.340000,4.340000,4.340000,4.171381,0
2022-01-25,3.932000,4.035000,3.932000,4.035000,3.878231,900
2022-01-26,4.190000,4.240000,4.114000,4.240000,4.075267,84400
2022-01-27,4.480000,4.480000,4.480000,4.480000,4.305942,200
2022-01-28,4.385000,4.580000,4.385000,4.580000,4.402057,1700
2022-01-31,4.575000,4.720000,4.430000,4.430000,4.257885,5300
2022-02-01,4.585000,4.730000,4.585000,4.730000,4.546229,600
2022-02-02,4.560000,4.710000,4.410000,4.560000,4.382834,3500
2022-02-03,4.495000,4.640000,4.495000,4.640000,4.459725,1600
2022-02-04,4.443000,4.443000,4.240000,4.240000,4.075267,6600
2022-02-07,4.265000,4.265000,4.130000,4.144000,3.982996,4500
2022-02-08,4.350000,4.350000,4.350000,4.350000,4.180993,200
2022-02-09,4.356000,4.370000,4.090000,4.310000,4.142547,7200
2022-02-10,4.255000,4.255000,4.255000,4.255000,4.089684,400
2022-02-11,4.255000,4.255000,4.134000,4.134000,3.973385,500
2022-02-14,4.134000,4.134000,4.134000,4.134000,3.973385,0
2022-02-15,4.125000,4.125000,4.000000,4.000000,3.844591,1100
2022-02-16,4.125000,4.125000,4.125000,4.125000,3.964735,400
2022-02-17,4.015000,4.130000,4.015000,4.130000,3.969541,11000
2022-02-18,4.060000,4.060000,4.060000,4.060000,3.902260,600
2022-02-22,3.760000,3.760000,3.760000,3.760000,3.613916,800
2022-02-23,3.853000,3.853000,3.853000,3.853000,3.703302,700
2022-02-24,3.820000,3.820000,3.820000,3.820000,3.671584,200
2022-02-25,3.940000,3.940000,3.940000,3.940000,3.786922,1300
2022-02-28,4.060000,4.060000,4.060000,4.060000,3.902260,6300
2022-03-01,3.955000,3.955000,3.955000,3.955000,3.801339,300
2022-03-02,3.692000,3.795000,3.680000,3.680000,3.537024,3300
2022-03-03,3.680000,3.680000,3.680000,3.680000,3.537024,0
2022-03-04,3.600000,3.785000,3.600000,3.785000,3.637944,5500
2022-03-07,3.580000,3.580000,3.580000,3.580000,3.440909,1800
2022-03-08,3.440000,3.690000,3.440000,3.570000,3.431298,8100
2022-03-09,3.560000,3.675000,3.560000,3.600000,3.460132,4600
2022-03-10,3.705000,3.705000,3.705000,3.705000,3.561052,600
2022-03-11,3.855000,3.940000,3.730000,3.940000,3.786922,3900
2022-03-14,3.660000,3.888000,3.650000,3.650000,3.508189,10200
2022-03-15,3.645000,3.760000,3.530000,3.760000,3.613916,1700
2022-03-16,3.630000,3.915000,3.630000,3.915000,3.762893,10000
2022-03-17,3.580000,3.715000,3.580000,3.580000,3.440909,2800
2022-03-18,3.625000,3.625000,3.510000,3.510000,3.373629,12600
2022-03-21,3.580000,3.620000,3.580000,3.620000,3.479355,71700
2022-03-22,3.745000,3.745000,3.630000,3.745000,3.599498,13400
2022-03-23,3.705000,3.820000,3.590000,3.820000,3.671584,5700
2022-03-24,3.670000,3.900000,3.670000,3.900000,3.748477,9300
2022-03-25,3.795000,3.830000,3.795000,3.830000,3.681196,600
2022-03-28,3.730000,3.800000,3.720000,3.720000,3.575470,2100
2022-03-29,3.680000,3.795000,3.680000,3.795000,3.647556,3100
2022-03-30,3.650000,3.840000,3.622000,3.725000,3.580275,1900
2022-03-31,3.520000,3.635000,3.520000,3.635000,3.493772,1700
2022-04-01,3.580000,3.700000,3.470000,3.580000,3.440909,3000
2022-04-04,3.576000,3.680000,3.570000,3.680000,3.537024,6500
2022-04-05,3.680000,3.680000,3.680000,3.680000,3.537024,0
2022-04-06,3.620000,3.748000,3.620000,3.748000,3.602382,600
2022-04-07,3.655000,3.730000,3.540000,3.730000,3.585081,2300
2022-04-08,3.670000,3.770000,3.560000,3.560000,3.421686,2400
2022-04-11,3.545000,3.545000,3.430000,3.430000,3.296737,1800
2022-04-12,3.410000,3.525000,3.410000,3.525000,3.388046,1700
2022-04-13,3.710000,3.710000,3.620000,3.620000,3.479355,400
2022-04-14,3.690000,3.690000,3.580000,3.602000,3.462054,22300
2022-04-18,3.920000,4.090000,3.550000,4.090000,3.931094,43200
2022-04-19,4.055000,4.055000,4.055000,4.055000,3.897454,1000
2022-04-20,4.380000,4.440000,4.320000,4.440000,4.267496,4200
2022-04-21,4.440000,4.440000,4.440000,4.440000,4.267496,0
2022-04-22,4.325000,4.325000,4.325000,4.325000,4.156964,500
2022-04-25,4.510000,4.510000,4.510000,4.510000,4.334777,3000
2022-04-26,4.250000,4.390000,4.250000,4.390000,4.219439,1100
2022-04-27,4.390000,4.390000,4.390000,4.390000,4.219439,0
2022-04-28,4.540000,4.597000,4.540000,4.597000,4.418396,500
2022-04-29,4.400000,4.480000,4.400000,4.480000,4.305942,500
2022-05-02,4.480000,4.480000,4.480000,4.480000,4.305942,0
2022-05-03,4.220000,4.410000,4.220000,4.220000,4.056044,1000
2022-05-04,4.230000,4.400000,4.230000,4.400000,4.229050,700
2022-05-05,4.400000,4.400000,4.400000,4.400000,4.229050,0
2022-05-06,4.320000,4.330000,4.320000,4.320000,4.152159,2100
2022-05-09,4.040000,4.100000,4.040000,4.100000,3.940706,1600
2022-05-10,4.140000,4.140000,3.930000,3.930000,3.843875,1800
2022-05-11,4.035000,4.140000,4.035000,4.140000,4.049273,13500
2022-05-12,3.770000,3.825000,3.700000,3.700000,3.618916,3700
2022-05-13,3.970000,3.970000,3.730000,3.730000,3.648258,8200
2022-05-16,3.790000,3.835000,3.790000,3.835000,3.750957,800
2022-05-17,3.710000,3.710000,3.710000,3.710000,3.628697,2700
2022-05-18,3.635000,3.680000,3.635000,3.680000,3.599354,900
2022-05-19,3.594000,3.628000,3.594000,3.628000,3.548494,1100
2022-05-20,3.606000,3.606000,3.570000,3.570000,3.491765,900
2022-05-23,3.505000,3.505000,3.505000,3.505000,3.428189,2300
2022-05-24,3.480000,3.480000,3.480000,3.480000,3.403737,2500
2022-05-25,3.475000,3.493000,3.440000,3.440000,3.364614,62800
2022-05-26,3.480000,3.480000,3.400000,3.445000,3.369504,24300
2022-05-27,3.580000,3.670000,3.560000,3.615000,3.535779,2900
2022-05-31,3.530000,3.565000,3.530000,3.530000,3.452641,1600
2022-06-01,3.580000,3.580000,3.580000,3.580000,3.501545,300
2022-06-02,3.580000,3.580000,3.580000,3.580000,3.501545,0
2022-06-03,3.540000,3.575000,3.540000,3.575000,3.496655,800
2022-06-06,3.540000,3.540000,3.510000,3.510000,3.433079,1100
2022-06-07,3.490000,3.490000,3.490000,3.490000,3.413518,1100
2022-06-08,3.570000,3.605000,3.570000,3.605000,3.525998,10000
2022-06-09,3.510000,3.524000,3.460000,3.460000,3.384175,10900
2022-06-10,3.455000,3.455000,3.420000,3.455000,3.379285,1100
2022-06-13,3.110000,3.215000,3.110000,3.115000,3.046736,7800
2022-06-14,3.265000,3.265000,3.160000,3.234000,3.163128,2600
2022-06-15,3.234000,3.234000,3.234000,3.234000,3.163128,0
2022-06-16,3.165000,3.165000,3.050000,3.050000,2.983160,3600
2022-06-17,3.158000,3.158000,3.095000,3.095000,3.027174,1500
2022-06-21,3.320000,3.330000,3.200000,3.200000,3.129873,10700
2022-06-22,3.200000,3.200000,3.200000,3.200000,3.129873,0
2022-06-23,3.200000,3.200000,3.200000,3.200000,3.129873,0
2022-06-24,3.200000,3.200000,3.200000,3.200000,3.129873,0
2022-06-27,3.560000,3.560000,3.560000,3.560000,3.481984,900
2022-06-28,3.505000,3.620000,3.390000,3.620000,3.540669,2400
2022-06-29,3.293000,3.484000,3.260000,3.484000,3.407649,700
2022-06-30,3.316000,3.316000,3.316000,3.316000,3.243331,100
2022-07-01,3.470000,3.470000,3.470000,3.470000,3.393956,2000
2022-07-05,3.120000,3.120000,3.120000,3.120000,3.051626,200
2022-07-06,2.940000,2.940000,2.940000,2.940000,2.875571,1600
2022-07-07,2.934000,2.984000,2.860000,2.955000,2.890242,15000
2022-07-08,3.120000,3.120000,2.960000,3.000000,2.934256,3100
2022-07-11,2.960000,3.040000,2.960000,3.040000,2.973379,1400
2022-07-12,3.070000,3.070000,3.010000,3.010000,2.944037,1300
2022-07-13,3.005000,3.005000,3.005000,3.005000,2.939147,4100
2022-07-14,3.005000,3.005000,3.005000,3.005000,2.939147,0
2022-07-15,3.035000,3.035000,2.940000,3.035000,2.968489,7800
2022-07-18,3.138000,3.138000,3.000000,3.010000,2.944037,3100
2022-07-19,3.280000,3.280000,3.280000,3.280000,3.208120,100
2022-07-20,3.210000,3.397000,3.210000,3.242000,3.170953,2000
2022-07-21,3.242000,3.242000,3.242000,3.242000,3.170953,0
2022-07-22,3.120000,3.340000,3.120000,3.340000,3.266805,6000
2022-07-25,3.143000,3.143000,3.143000,3.143000,3.074122,700
2022-07-26,3.030000,3.230000,3.030000,3.230000,3.159216,2300
2022-07-27,3.000000,3.040000,2.980000,3.000000,2.934256,109200
2022-07-28,3.130000,3.140000,3.040000,3.040000,2.973379,226500
2022-07-29,3.030000,3.030000,3.030000,3.030000,2.963598,10800
2022-08-01,3.185000,3.220000,3.185000,3.185000,3.115202,1400
2022-08-02,3.110000,3.280000,3.110000,3.150000,3.080969,1800
2022-08-03,3.150000,3.150000,3.150000,3.150000,3.080969,0
2022-08-04,3.150000,3.150000,3.150000,3.150000,3.080969,0
2022-08-05,3.150000,3.150000,3.150000,3.150000,3.080969,0
2022-08-08,3.485000,3.485000,3.376000,3.376000,3.302016,1500
2022-08-09,3.421000,3.421000,3.350000,3.350000,3.276586,85800
2022-08-10,3.700000,3.700000,3.700000,3.700000,3.618916,300
2022-08-11,3.700000,3.700000,3.700000,3.700000,3.618916,0
2022-08-12,3.700000,3.700000,3.700000,3.700000,3.618916,0
2022-08-15,3.645000,3.645000,3.645000,3.645000,3.565121,4000
2022-08-16,3.520000,3.520000,3.520000,3.520000,3.442860,300
2022-08-17,3.510000,3.545000,3.510000,3.545000,3.467313,700
2022-08-18,3.545000,3.545000,3.545000,3.545000,3.467313,100
2022-08-19,3.545000,3.545000,3.545000,3.545000,3.467313,100
2022-08-22,3.350000,3.350000,3.350000,3.350000,3.276586,2500
2022-08-23,3.350000,3.350000,3.350000,3.350000,3.276586,0
2022-08-24,3.630000,3.630000,3.630000,3.630000,3.550450,600
2022-08-25,3.690000,3.690000,3.480000,3.480000,3.403737,1300
2022-08-26,3.650000,3.650000,3.650000,3.650000,3.570012,1600
2022-08-29,3.630000,3.630000,3.390000,3.390000,3.315709,2800
2022-08-30,3.590000,3.590000,3.585000,3.585000,3.506436,1000
2022-08-31,3.390000,3.594000,3.390000,3.470000,3.393956,1100
2022-09-01,3.470000,3.470000,3.470000,3.470000,3.393956,0
2022-09-02,3.590000,3.590000,3.370000,3.590000,3.511326,6700
2022-09-06,3.590000,3.590000,3.590000,3.590000,3.511326,0
2022-09-07,3.524000,3.524000,3.524000,3.524000,3.446773,300
2022-09-08,3.636000,3.636000,3.636000,3.636000,3.556318,100
2022-09-09,3.430000,3.430000,3.430000,3.430000,3.354833,3900
2022-09-12,3.430000,3.430000,3.430000,3.430000,3.354833,0
2022-09-13,3.470000,3.540000,3.470000,3.505000,3.428189,1600
2022-09-14,3.400000,3.400000,3.400000,3.400000,3.325490,6500
2022-09-15,3.343000,3.530000,3.310000,3.310000,3.237463,30400
2022-09-16,3.310000,3.310000,3.310000,3.310000,3.237463,100
2022-09-19,3.310000,3.310000,3.310000,3.310000,3.237463,0
2022-09-20,3.221000,3.260000,3.221000,3.260000,3.188558,5800
2022-09-21,3.260000,3.260000,3.260000,3.260000,3.188558,0
2022-09-22,3.210000,3.330000,3.210000,3.330000,3.257024,2700
2022-09-23,3.347000,3.347000,3.160000,3.160000,3.090750,1200
2022-09-26,3.160000,3.160000,3.160000,3.160000,3.090750,0
2022-09-27,3.180000,3.180000,3.180000,3.180000,3.110312,600
2022-09-28,3.230000,3.230000,3.230000,3.230000,3.159216,1300
2022-09-29,3.100000,3.100000,3.100000,3.100000,3.032064,47900
2022-09-30,3.100000,3.100000,3.100000,3.100000,3.032064,0
2022-10-03,3.160000,3.180000,3.160000,3.180000,3.110312,3400
2022-10-04,3.180000,3.350000,3.180000,3.350000,3.276586,4000
2022-10-05,3.325000,3.325000,3.240000,3.240000,3.168997,900
2022-10-06,3.240000,3.240000,3.240000,3.240000,3.168997,0
2022-10-07,3.190000,3.280000,3.190000,3.260000,3.188558,1300
2022-10-10,3.200000,3.200000,3.200000,3.200000,3.129873,600
2022-10-11,3.235000,3.235000,3.235000,3.235000,3.164106,1000
2022-10-12,3.165000,3.226000,3.165000,3.226000,3.155303,500
2022-10-13,3.100000,3.100000,3.100000,3.100000,3.032064,200
2022-10-14,3.135000,3.135000,3.135000,3.135000,3.066298,200
2022-10-17,3.150000,3.150000,3.150000,3.150000,3.080969,600
2022-10-18,3.165000,3.165000,3.060000,3.060000,2.992941,800
2022-10-19,3.121000,3.270000,3.090000,3.270000,3.198339,1100
2022-10-20,3.270000,3.270000,3.270000,3.270000,3.198339,0
2022-10-21,3.270000,3.270000,3.270000,3.270000,3.198339,0
2022-10-24,2.975000,2.980000,2.820000,2.980000,2.914694,4800
2022-10-25,2.990000,2.990000,2.990000,2.990000,2.924475,1900
2022-10-26,3.030000,3.030000,3.030000,3.030000,2.963598,200
2022-10-27,3.030000,3.030000,3.030000,3.030000,2.963598,0
2022-10-28,3.030000,3.030000,3.030000,3.030000,2.963598,0
2022-10-31,3.161000,3.205000,3.161000,3.205000,3.134763,1200
2022-11-01,3.220000,3.220000,3.050000,3.120000,3.051626,7800
2022-11-02,3.160000,3.160000,2.920000,2.920000,2.856009,900
2022-11-03,2.960000,3.040000,2.960000,3.040000,2.973379,700
2022-11-04,2.970000,2.970000,2.970000,2.970000,2.904913,300
2022-11-07,3.200000,3.200000,3.200000,3.200000,3.129873,600
2022-11-08,3.160000,3.160000,3.160000,3.160000,3.090750,300
2022-11-09,3.160000,3.160000,3.160000,3.160000,3.090750,6600
2022-11-10,3.160000,3.160000,3.160000,3.160000,3.090750,0
2022-11-11,3.000000,3.000000,2.975000,3.000000,2.934256,5800
2022-11-14,3.055000,3.055000,3.055000,3.055000,2.988051,400
2022-11-15,3.036000,3.040000,2.960000,2.960000,2.895133,4500
2022-11-16,2.833000,2.880000,2.790000,2.790000,2.728858,3800
2022-11-17,2.890000,2.890000,2.820000,2.820000,2.758201,4400
2022-11-18,2.910000,2.910000,2.910000,2.910000,2.846228,900
2022-11-21,2.800000,2.800000,2.800000,2.800000,2.738639,200
2022-11-22,2.840000,2.840000,2.840000,2.840000,2.777762,2000
2022-11-23,2.830000,2.830000,2.830000,2.830000,2.767982,300
2022-11-25,2.830000,2.830000,2.830000,2.830000,2.767982,100
2022-11-28,2.710000,2.710000,2.710000,2.710000,2.650611,100
2022-11-29,2.750000,2.750000,2.750000,2.750000,2.689735,400
2022-11-30,2.693000,2.693000,2.693000,2.693000,2.633984,700
2022-12-01,2.830000,2.830000,2.830000,2.830000,2.767982,200
2022-12-02,2.936000,3.160000,2.936000,3.160000,3.090750,1400
2022-12-05,2.830000,2.865000,2.830000,2.865000,2.802215,3700
2022-12-06,2.865000,2.865000,2.865000,2.865000,2.802215,0
2022-12-07,2.818000,2.861000,2.818000,2.861000,2.798302,4600
2022-12-08,2.710000,2.770000,2.710000,2.760000,2.699516,1700
2022-12-09,2.645000,2.645000,2.645000,2.645000,2.587036,400
2022-12-12,2.573000,2.596000,2.573000,2.596000,2.539109,1200
2022-12-13,2.510000,2.740000,2.420000,2.420000,2.366966,20600
2022-12-14,2.675000,2.715000,2.419000,2.430000,2.376747,9000
2022-12-15,2.710000,2.762000,2.430000,2.762000,2.701472,3600
2022-12-16,2.215000,2.800000,2.215000,2.800000,2.738639,8900
2022-12-19,2.250000,3.110000,2.250000,2.710000,2.650611,1800
2022-12-20,2.710000,2.710000,2.710000,2.710000,2.650611,0
2022-12-21,2.200000,2.705000,2.200000,2.705000,2.645721,1500
2022-12-22,2.705000,2.705000,2.705000,2.705000,2.645721,0
2022-12-23,2.650000,2.650000,2.310000,2.310000,2.259377,700
2022-12-27,2.250000,2.730000,2.250000,2.283000,2.232969,6100
2022-12-28,2.735000,2.735000,2.280000,2.280000,2.230035,1800
2022-12-29,3.196000,3.196000,3.196000,3.196000,3.125961,400
2022-12-30,2.250000,3.190000,2.250000,3.190000,3.120092,800
2023-01-03,3.190000,3.190000,3.190000,3.190000,3.120092,0
2023-01-04,2.900000,2.900000,2.900000,2.900000,2.836447,1000
2023-01-05,3.410000,3.410000,2.470000,2.950000,2.885352,3300
2023-01-06,2.950000,2.950000,2.950000,2.950000,2.885352,0
2023-01-09,2.950000,3.003000,2.950000,3.003000,2.937190,5800
2023-01-10,2.970000,3.440000,2.970000,2.970000,2.904913,12300
2023-01-11,2.970000,2.970000,2.970000,2.970000,2.904913,900
2023-01-12,2.990000,3.025000,2.990000,3.025000,2.958708,18900
2023-01-13,3.030000,3.080000,2.990000,3.080000,3.012503,500300
2023-01-17,3.230000,3.520000,3.000000,3.260000,3.188558,79800
2023-01-18,3.120000,3.120000,3.023000,3.120000,3.051626,26700
